"reviewerID","asin","reviewerName","helpful__001","helpful__002","reviewText","overall","summary","unixReviewTime","reviewTime"
"A2GGS3I5BY7R1A","0972683275","Questors","1","1","I have a full 42&#34; HD flat screen mounted on this. Not only does everything look better than strapped to a table, but the adjustability makes this mount a pleasure to have.  It was simple to attach to the wall and has a small footprint, being a single stud wall mount.  The other major point of this mount is how many sized TV or monitors the mount can be adjusted to accept.  My TV mounts solidly and the mount itself is solid, yet adjusts with little effort.  This is just plainly a good and solid product that is well worth the money.","5.0","Excellent Product","1378598400","09 8, 2013"
"A326UIIB1O2UUR","0972683275","Rachel Maggert","0","0","had a couple of guys put this up for me, but they said it was easy to install. I like the fact that I can move it around easily and tilt it anyway I want it to be.","5.0","easy to install","1394496000","03 11, 2014"
"A2RE73VUCARNE0","0972683275","Ramon Pereyra","0","0","This product is user friendly and versatile.It is easy to install and comes with everything needed for installation.Adding bidding could drill and bit","5.0","Very good","1361750400","02 25, 2013"
"A3KHBD3YRNY5WO","0972683275","Randy Williams","1","1","it was so easy to install.  the instructions were simple and so was the process.  i was putting off the project for fear.  i should have hung the TV long ago.","5.0","perfect in every way","1362700800","03 8, 2013"
"A3VWY3CDC423UM","0972683275","Rebecca","0","0","works great was pretty easy to put up and does the trick. it is my sons room and really works great.","5.0","mount","1359763200","02 2, 2013"
"A1L7JCX9IKGKIQ","0972683275","Reisetante","0","0","I am very happy with this affordable wall mount for my Sony 32"" Internet TV. One nice feature ist that you can swivel the mounted TV depending on where you are seated.","5.0","TV Wall mount","1332201600","03 20, 2012"
"A2Y4H3PXB07WQI","0972683275","Richard S. Sims","0","0","I have a 26"" LCD monitor mounted on unit.Seems sturdy enough, would prefer a more fluid motion and a way to adjust the pivot of the screen without tools.  As it is I keep it loose and it is reasonbly adjustable.For the price I certanily can't complain and would recommend this unit.","4.0","Works as advertised.","1292457600","12 16, 2010"
"A3HAWAR6KX3ENU","0972683275","Rickgum","0","0","Easy to install, and works great. Television moves with ease and always feels secure. Doesn't loosen over time like other television mounts.","5.0","Nice Peice","1373760000","07 14, 2013"
"A2EBPFXZNLL753","0972683275","Rob A. Frese","0","0","This was for a 32 inch LCD.  Easy to install and works great.  I am very satisfied with this wall mount.","5.0","Good price good product","1345939200","08 26, 2012"
"A1OY33KGOG3IX8","0972683275","Robert Brasseur","0","0","Fits many different size TV's,  is very solid, and was easy to install.  I would recommend to anyone is even slightly handy.","4.0","Good Product","1360886400","02 15, 2013"
"A2WH3Y3YZVTHY2","0972683275","Robert","0","0","I'm using this with my 32"" tv and I love it. The price is significantly lower than what you can find for monitor wall mounts in the retail stores (walmart, best buy).I found this to be an easy install and very secure. The swivel is smooth and I can orient my television perfectly. It also has plenty of VESA mount patterns so it will hold just about any TV.","5.0","Good Price, Great Quality","1332979200","03 29, 2012"
"A3945ZO3MNKVMO","0972683275","Rob","0","0","For such a cheap mount, it works well. I installed in in about 20 minuets and use it to hole a 32"" Vizio LED.","5.0","Works well","1331424000","03 11, 2012"
"A2UAS6OGCR8IUG","0972683275","Robin","0","0","This was a present for myself, my son installed it, in about 25 minutes, and I couldn't be happier.  I wasn't sure this was for me as it for my bedroom, but my husband and I love it.  So easy to move the TV no matter where you are in the room.  A great buy.","5.0","Great","1356048000","12 21, 2012"
"A1BKKEWFMHS7XU","0972683275","R. Peck","0","0","Mounting the TV after mounting on wall can be a handful.  It would have been nice to have some type of slide in mount for the TV so you did not have to hold it while putting in 4 screws.  That would make DIY one person installation easier.","5.0","Good mount for medium size TV","1335744000","04 30, 2012"
"A1FGK3N8GZHGZJ","0972683275","RRichardson","0","0","When we first bought our bedroom tv, we looked at the mounts in the store and almost fell over from shock at the prices.  This is one of the best prices I have found on mounts.  This mount went up easy and moves in all directions to get the perfect viewing angle.  it comes with everything you need but the drill and tv!  You won't be disappointed with this brand.","5.0","awesome!","1361404800","02 21, 2013"
"A2ZDMIP49N36UJ","0972683275","Russell Lekberg ""R. Lekberg""","0","0","If I need to order another, this will be the one.  I used this to mount a TV to the wall in my basement and it allows me to pull the tv out from the wall and turn it towards my desk so I can watch TV while working on the PC, nearly a 90 degree angle.  My TV is only a 32&#34; and I could see that this would work up to a 40&#34; or so, but if you don't need to turn the TV 90 degrees, you could get by with a larger TV.","5.0","Easy install, great price","1362873600","03 10, 2013"
"A14R4K86STZFD2","0972683275","RussiaDad","0","0","I was hesitant about mounting my larger flat screen (47&#34; LG) onto the wall - what happens if it falls off!  After looking at mounts at Target and Best Buy that were $100+, would this possibly work?Fast forward...  The mount took about 20 minutes to install (too longer to locate the studs than mount it).  The TV is on the wall and works wonderfully.  Very solid mount and good articulation.My only comments are the cord clips included are very weak.  I will be replacing them with black cable ties.  Also - they do need to have a second locking screw where you hang the TV on the articulating mount - I can wiggle my screen (tilt) by about 1/4&#34; since there is only a screw on the bottom.Overall, I liked the narrow wall mount and the 20&#34; extension.  Definitely would recommend for a TV that is 47&#34;.","5.0","Great mount for my 47"" flat screen","1375833600","08 7, 2013"
"ABU4LUKJU2QOY","0972683275","Rusty Sly","0","0","Easy to install, with extra hardware for installing your TV. However, my TV had a curved back, so I used the included spacers to space the bars on the back of the TV. I was skeptical of the two lag bolts attaching the bracket to the stud under the drywall, so I added two 5/16&#34; lags, under washers holding the inside edges of the mounting brackets.After installing the Swing Arm wall mount, I grabbed the end of the bracket, fully extended. The bracket didn't sag a bit. I concluded that the supplied two lag bolts would have been sufficient.I've swung my TV out and exercised the various angles available, and found the swing arm not giving a millimeter.I fully recommend this wall mount. I've a few other VideoSecu mounting brackets for wall mounted and floor stand speakers and one for an 80-inch Sharp TV. All are quality products.","5.0","No sag or twist with a 39-inch flat screen TV","1378339200","09 5, 2013"
"A11ZP93TJED4T6","0972683275","Ryan","1","8","The fact that the pivot point on this TV mount was not built straight caused the TV to tilt slightly when it was swung out.  there is no adjustment for it, so i had to make a choice for the tv to either be straight and level when it was pushed against the wall, or when it was out.  i do not recommend this wall mount.to it's benefit though, it was reasonably sturdy and easy to install.","2.0","poor manufacture quality..","1285891200","10 1, 2010"
"A114Z5X6UH93GT","0972683275","Ryan P Muller","0","0","Purchased for my sister to hang her TV on a wall and she and her boyfriend reported back to me that mount works great with the 42&#34; Vizio TV she got for Christmas and was up securely in no time.  I looked around in the retail stores and found that this mount was of similar quality at a much lower price.  What can I say, it does what it is supposed to do, was easy to setup, and is of good value.","5.0","Great price compared to brick and mortar stores and seems to be good quality too.","1358553600","01 19, 2013"
"A23S2XCWFZM976","0972683275","Sauce On Side","1","1","This was needed to mount a 32"" LCD that weighs 27 lbs in my bedroom. I looked at another mount by the same company but it did not articulate so I was worried I wouldn't be able to achieve the viewing angles that I needed. So I found this one & went w/ it based on the high reviews. I could not be more pleased.1) PRICE - If you were to go to the big electronics store (BB) or the big box monster (WM) you would pay hundreds. I can't fathom those more expensive mounts doing anything that this one does not. Does it cook dinner for me? Why pay $100-$250 for a mount when you can get this one for $29.99 & oh, by the way have the confidence in 898 customer reviews averaging 4.5 stars at the time of this writing?2) FUNCTION - This mount is solid. It articulates to the left, to the right. It pans, it tilts. One small negative.....the plastic clips for routing wires are nearly useless. I took them off.3) WHATS IN THE BOX - Normally I would not comment on what an item comes with but in this case I was so impressed I felt it was worth mentioning. It comes w/ everything you need in neatly sealed and labeled plastic sleeves. It comes w/ lag bolts that everyone will use to mount to the wall stud. (mounting to a wall stud is required unless you are mounting to concrete) Then it has 9 different screw sets to mount the plate to the back of your TV. It has 2 washer sets for the mounting plate (based on if your TV has a flat or curved back). Then it has a spanner wrench for tightening the screw of the mounting plate. Then it also has 2 plastic anchors for mounting to a concrete wall. Last but not least are the VESA adaptors (which I did not need)4) WHAT YOU NEED THAT ISN'T INCLUDED -  Pencil / Level / Stud finder / Phillips screwdriver / Drill w/ a 7/32 drill bit / Socket wrench w/ a 13mm attachment.5) CONCLUSION - This is a no brainer. I have another 32"" that needs mounted. I think as soon as I click publish for this review I will be ordering another one. If you find yourself reading reviews on TV mounts and you have found this one your search is over, just click buy already.","5.0","Awesome TV mount","1388707200","01 3, 2014"
